running_id,participant_id,code,payoff,PQ1,PQ2,PQ3,PQ4,PQ6,PQ7,PQ8,PQ9,PQ10,gattitude_AI,IMC,age,gender,education,work_status,comp_skill,forecasting_skill,similar_exp,time_inst,time_total,tinst_ttot,a,b,running_id,page,round,test_round,AI_forecast,human_forecast,selected_forecast,select_human,selected_quant,pos_dir,large_mag,sort,sort_num,demand,adjustment,value,min_devtomean,dev_to_mean,h_AI_samedev,closer_to_mean,h_closer_tomean,adj_vs_mean,adj_vs_AI,earlier_rounds,later_rounds,directly_after_feedback,twor_after_feedback
1437,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1437,4,29,0,12,9,Human,1,9,0,0,H<D<AI,8,10,-3,1,1,1,0,1,1,0.3,0.25,0,0,0,0
1438,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1438,4,30,0,14,16,AI,0,14,1,0,D<AI<H,1,10,2,0,4,4,0,1,0,0.2,0.142857143,0,0,0,0
1439,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1439,4,31,0,6,7,Human,1,7,1,0,AI<H<D,10,18,1,1,3,3,0,1,1,0.1,0.166666667,0,0,0,0
1440,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1440,4,32,0,26,20,AI,0,26,0,1,D<H<AI,2,10,-6,1,10,16,0,0,1,0.6,0.230769231,0,0,0,0
1441,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1441,5,33,0,10,12,AI,0,10,1,0,D=AI<H,4,19,2,1,0,0,0,1,0,0.2,0.2,0,0,1,1
1442,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1442,5,34,0,17,15,Human,1,15,0,0,D<H<AI,2,19,-2,0,5,5,0,1,1,0.2,0.117647059,0,0,0,1
1443,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1443,5,35,0,6,2,AI,0,6,0,0,H<AI<D,7,10,-4,0,4,4,0,1,0,0.4,0.666666667,0,0,0,0
1444,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1444,5,36,0,8,15,AI,0,8,1,1,AI<D<H,3,7,7,0,2,2,0,1,0,0.7,0.875,0,0,0,0
1445,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1445,5,37,0,12,23,AI,0,12,1,1,D<AI<H,1,13,11,0,2,2,0,1,0,1.1,0.916666667,0,0,0,0
1446,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1446,5,38,0,19,11,Human,1,11,0,1,D<H<AI,2,9,-8,1,1,1,0,1,1,0.8,0.421052632,0,0,0,0
1447,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1447,5,39,0,8,11,Human,1,11,1,0,AI<D<H,3,7,3,0,1,1,0,1,1,0.3,0.375,0,0,0,0
1448,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1448,5,40,0,13,24,AI,0,13,1,1,D<AI<H,1,20,11,1,3,3,0,1,0,1.1,0.846153846,0,0,0,0
1449,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1449,6,41,0,17,9,Human,1,9,0,1,H<D<AI,8,10,-8,1,1,1,0,1,1,0.8,0.470588235,0,1,1,1
1450,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1450,6,42,0,9,12,Human,1,12,1,0,AI<D<H,3,10,3,0,1,2,0,0,0,0.3,0.333333333,0,1,0,1
1451,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1451,6,43,0,3,6,AI,0,3,1,0,AI<H<D,10,10,3,1,4,7,0,0,1,0.3,1,0,1,0,0
1452,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1452,6,44,0,7,14,Human,1,14,1,1,AI<D<H,3,10,7,0,3,4,0,0,0,0.7,1,0,1,0,0
1453,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1453,6,45,0,20,14,Human,1,14,0,1,D<H<AI,2,22,-6,0,4,4,0,1,1,0.6,0.3,0,1,0,0
1454,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1454,6,46,0,10,6,AI,0,10,0,0,H<D=AI,6,11,-4,0,0,0,0,1,0,0.4,0.4,0,1,0,0
1455,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1455,6,47,0,6,12,Human,1,12,1,1,AI<D<H,3,7,6,0,2,2,0,1,1,0.6,1,0,1,0,0
1456,26,wxpp6o49,2.36,0,0,0,-1,0,-1,-1,0,1,-0.2,I read the instructions,38,Female,Master,"Working (part-time, full-time, self-employed)",4,4,Not at all,7.766666667,16.83333333,0.461386139,24,24,1456,6,48,0,12,4,AI,0,12,0,1,H<D<AI,8,1,-8,1,2,2,0,1,0,0.8,0.666666667,0,1,0,0
1457,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1457,0,a,1,11,17,Human,1,17,1,1,D<AI<H,1,10,6,0,1,7,0,0,0,0.6,0.545454545,0,0,0,0
1458,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1458,0,b,1,15,12,AI,0,15,0,0,D<H<AI,2,7,-3,1,2,5,0,0,1,0.3,0.2,0,0,0,0
1459,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1459,0,c,1,9,11,Human,1,11,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0,0
1460,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1460,0,d,1,17,11,Human,1,11,0,1,D<H<AI,2,15,-6,0,1,1,0,1,1,0.6,0.352941176,0,0,0,0
1461,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1461,0,e,1,10,13,AI,0,10,1,0,D=AI<H,4,7,3,0,0,0,0,1,0,0.3,0.3,0,0,0,0
1462,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1462,0,f,1,17,10,Human,1,10,0,1,D=H<AI,5,11,-7,1,0,0,0,1,1,0.7,0.411764706,0,0,0,0
1463,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1463,0,g,1,12,18,AI,0,12,1,1,D<AI<H,1,16,6,1,2,2,0,1,0,0.6,0.5,0,0,0,0
1464,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1464,0,h,1,10,9,AI,0,10,0,0,H<D=AI,6,15,-1,0,0,0,0,1,0,0.1,0.1,0,0,0,0
1465,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1465,1,1,0,8,4,AI,0,8,0,0,H<AI<D,7,5,-4,1,2,2,0,1,0,0.4,0.5,1,0,1,1
1466,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1466,1,2,0,15,9,AI,0,15,0,1,H<D<AI,8,11,-6,1,1,5,0,0,1,0.6,0.4,1,0,0,1
1467,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1467,1,3,0,7,10,Human,1,10,1,0,AI<D=H,9,8,3,0,0,0,0,1,1,0.3,0.428571429,1,0,0,0
1468,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1468,1,4,0,14,24,AI,0,14,1,1,D<AI<H,1,15,10,0,4,4,0,1,0,1,0.714285714,1,0,0,0
1469,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1469,1,5,0,7,4,AI,0,7,0,0,H<AI<D,7,6,-3,0,3,3,0,1,0,0.3,0.428571429,1,0,0,0
1470,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1470,1,6,0,13,19,AI,0,13,1,1,D<AI<H,1,5,6,0,3,3,0,1,0,0.6,0.461538462,1,0,0,0
1471,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1471,1,7,0,6,14,Human,1,14,1,1,AI<D<H,3,17,8,1,4,4,1,0,0,0.8,1.333333333,1,0,0,0
1472,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1472,1,8,0,26,17,Human,1,17,0,1,D<H<AI,2,10,-9,1,7,7,0,1,1,0.9,0.346153846,1,0,0,0
1473,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1473,2,9,0,12,8,Human,1,8,0,0,H<D<AI,8,17,-4,0,2,2,1,0,0,0.4,0.333333333,0,0,1,1
1474,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1474,2,10,0,18,26,AI,0,18,1,1,D<AI<H,1,10,8,0,8,8,0,1,0,0.8,0.444444444,0,0,0,1
1475,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1475,2,11,0,17,14,Human,1,14,0,0,D<H<AI,2,10,-3,1,4,4,0,1,1,0.3,0.176470588,0,0,0,0
1476,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1476,2,12,0,10,8,AI,0,10,0,0,H<D=AI,6,4,-2,1,0,0,0,1,0,0.2,0.2,0,0,0,0
1477,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1477,2,13,0,14,17,AI,0,14,1,0,D<AI<H,1,10,3,0,4,4,0,1,0,0.3,0.214285714,0,0,0,0
1478,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1478,2,14,0,9,16,Human,1,16,1,1,AI<D<H,3,6,7,0,1,6,0,0,0,0.7,0.777777778,0,0,0,0
1479,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1479,2,15,0,14,11,AI,0,14,0,0,D<H<AI,2,13,-3,0,1,4,0,0,1,0.3,0.214285714,0,0,0,0
1480,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1480,2,16,0,4,7,Human,1,7,1,0,AI<H<D,10,6,3,1,3,3,0,1,1,0.3,0.75,0,0,0,0
1481,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1481,3,17,0,13,4,AI,0,13,0,1,H<D<AI,8,7,-9,1,3,3,0,1,0,0.9,0.692307692,0,0,1,1
1482,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1482,3,18,0,5,9,Human,1,9,1,0,AI<H<D,10,6,4,0,1,1,0,1,1,0.4,0.8,0,0,0,1
1483,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1483,3,19,0,8,12,Human,1,12,1,0,AI<D<H,3,5,4,0,2,2,1,0,0,0.4,0.5,0,0,0,0
1484,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1484,3,20,0,14,7,AI,0,14,0,1,H<D<AI,8,9,-7,1,3,4,0,0,1,0.7,0.5,0,0,0,0
1485,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1485,3,21,0,12,21,AI,0,12,1,1,D<AI<H,1,10,9,0,2,2,0,1,0,0.9,0.75,0,0,0,0
1486,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1486,3,22,0,11,8,AI,0,11,0,0,H<D<AI,8,12,-3,0,1,1,0,1,0,0.3,0.272727273,0,0,0,0
1487,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1487,3,23,0,24,17,Human,1,17,0,1,D<H<AI,2,14,-7,1,7,7,0,1,1,0.7,0.291666667,0,0,0,0
1488,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1488,3,24,0,16,3,AI,0,16,0,1,H<D<AI,8,5,-13,1,6,6,0,1,0,1.3,0.8125,0,0,0,0
1489,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1489,4,25,0,10,14,Human,1,14,1,0,D=AI<H,4,13,4,1,0,4,0,0,0,0.4,0.4,0,0,1,1
1490,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1490,4,26,0,10,3,AI,0,10,0,1,H<D=AI,6,9,-7,0,0,0,0,1,0,0.7,0.7,0,0,0,1
1491,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1491,4,27,0,1,9,Human,1,9,1,1,AI<H<D,10,10,8,1,1,1,0,1,1,0.8,8,0,0,0,0
1492,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1492,4,28,0,14,13,AI,0,14,0,0,D<H<AI,2,20,-1,0,3,4,0,0,1,0.1,0.071428571,0,0,0,0
1493,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1493,4,29,0,12,9,AI,0,12,0,0,H<D<AI,8,10,-3,1,1,2,0,0,1,0.3,0.25,0,0,0,0
1494,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1494,4,30,0,14,16,Human,1,16,1,0,D<AI<H,1,10,2,0,4,6,0,0,0,0.2,0.142857143,0,0,0,0
1495,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1495,4,31,0,6,7,Human,1,7,1,0,AI<H<D,10,18,1,1,3,3,0,1,1,0.1,0.166666667,0,0,0,0
1496,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1496,4,32,0,26,20,Human,1,20,0,1,D<H<AI,2,10,-6,1,10,10,0,1,1,0.6,0.230769231,0,0,0,0
1497,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1497,5,33,0,10,12,Human,1,12,1,0,D=AI<H,4,19,2,1,0,2,0,0,0,0.2,0.2,0,0,1,1
1498,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1498,5,34,0,17,15,AI,0,17,0,0,D<H<AI,2,19,-2,0,5,7,0,0,1,0.2,0.117647059,0,0,0,1
1499,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1499,5,35,0,6,2,AI,0,6,0,0,H<AI<D,7,10,-4,0,4,4,0,1,0,0.4,0.666666667,0,0,0,0
1500,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1500,5,36,0,8,15,Human,1,15,1,1,AI<D<H,3,7,7,0,2,5,0,0,0,0.7,0.875,0,0,0,0
1501,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1501,5,37,0,12,23,AI,0,12,1,1,D<AI<H,1,13,11,0,2,2,0,1,0,1.1,0.916666667,0,0,0,0
1502,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1502,5,38,0,19,11,AI,0,19,0,1,D<H<AI,2,9,-8,1,1,9,0,0,1,0.8,0.421052632,0,0,0,0
1503,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1503,5,39,0,8,11,Human,1,11,1,0,AI<D<H,3,7,3,0,1,1,0,1,1,0.3,0.375,0,0,0,0
1504,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1504,5,40,0,13,24,Human,1,24,1,1,D<AI<H,1,20,11,1,3,14,0,0,0,1.1,0.846153846,0,0,0,0
1505,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1505,6,41,0,17,9,AI,0,17,0,1,H<D<AI,8,10,-8,1,1,7,0,0,1,0.8,0.470588235,0,1,1,1
1506,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1506,6,42,0,9,12,Human,1,12,1,0,AI<D<H,3,10,3,0,1,2,0,0,0,0.3,0.333333333,0,1,0,1
1507,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1507,6,43,0,3,6,AI,0,3,1,0,AI<H<D,10,10,3,1,4,7,0,0,1,0.3,1,0,1,0,0
1508,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1508,6,44,0,7,14,Human,1,14,1,1,AI<D<H,3,10,7,0,3,4,0,0,0,0.7,1,0,1,0,0
1509,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1509,6,45,0,20,14,AI,0,20,0,1,D<H<AI,2,22,-6,0,4,10,0,0,1,0.6,0.3,0,1,0,0
1510,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1510,6,46,0,10,6,AI,0,10,0,0,H<D=AI,6,11,-4,0,0,0,0,1,0,0.4,0.4,0,1,0,0
1511,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1511,6,47,0,6,12,Human,1,12,1,1,AI<D<H,3,7,6,0,2,2,0,1,1,0.6,1,0,1,0,0
1512,27,x5m1v0ap,2.4,0,0,0,1,1,1,2,1,2,1,I read the instructions,25,Female,High school,"Working (part-time, full-time, self-employed)",4,4,Not at all,5.633333333,11.86666667,0.474719101,26,22,1512,6,48,0,12,4,AI,0,12,0,1,H<D<AI,8,1,-8,1,2,2,0,1,0,0.8,0.666666667,0,1,0,0
1513,28,yq62c47x,1.2,2,1,1,1,0,1,2,1,1,0.6,I read the instructions,34,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,2,A few times,6.183333333,13.91666667,0.444311377,19,29,1513,0,a,1,11,17,AI,0,11,1,1,D<AI<H,1,10,6,0,1,1,0,1,0,0.6,0.545454545,0,0,0,0
1514,28,yq62c47x,1.2,2,1,1,1,0,1,2,1,1,0.6,I read the instructions,34,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,2,A few times,6.183333333,13.91666667,0.444311377,19,29,1514,0,b,1,15,12,Human,1,12,0,0,D<H<AI,2,7,-3,1,2,2,0,1,1,0.3,0.2,0,0,0,0
1515,28,yq62c47x,1.2,2,1,1,1,0,1,2,1,1,0.6,I read the instructions,34,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,2,A few times,6.183333333,13.91666667,0.444311377,19,29,1515,0,c,1,9,11,Human,1,11,1,0,AI<D<H,3,12,2,1,1,1,1,0,0,0.2,0.222222222,0,0,0,0
1516,28,yq62c47x,1.2,2,1,1,1,0,1,2,1,1,0.6,I read the instructions,34,Female,Bachelor,"Working (part-time, full-time, self-employed)",2,2,A few times,6.183333333,13.91666667,0.444311377,19,29,1516,0,d,1,17,11,Human,1,11,0,1,D<H<AI,2,15,-6,0,1,1,0,1,1,0.6,0.352941176,0,0,0,0
